;Zeitstempel;Wie alt sind Sie?;In welchem Gebiet leben Sie aktuell (in etwa)?;Aus welchem Gebiet stammen Sie (in etwa)?;acheln;Aschpes;baldowern;beganneft;Boker;dibbern / diwwern;Goi;kapores;lau;lugen / louen ;malochen;Reibach / Rebbes;schaskeln;Schawwes;schicker / beschickert;Schmu;Schores;Stuss;Toches / Dokes;tof;weisen ;Zores;Woher kennen Sie die Wörter? (Mehrfachnennung möglich);Wussten Sie, dass diese Wörter aus dem Jiddischen stammen?
;2020/09/08 1:29:14 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Saarlouis;0;0;1;0;0;0;0;0;2;schauen;2;2, 17;0;0;2;2;1;2;0;0;Zeigen;6;"1;2";bei wenigen
;2020/09/08 8:51:58 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Saarlouis;0;0;2;0;0;0;3;0;1;Schauen ;2;2;0;1;2;2, 5;0;2;0;0;Zeigen;3, 5, 6;"3;1";bei wenigen
anderes moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 1:04:21 PM OEZ;15 - 30 Jahre;anderes moselfränkisches Sprachgebiet;Saarlouis;0;0;0;0;0;0;0;0;2;Schauen/Gucken;2;6;0;0;3;2;0;2;0;0;;0;"3;1;2";bei keinen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 1:07:01 PM OEZ;15 - 30 Jahre;Trier;Saarlouis;0;0;7, 9;0;0;0;0;0;5;schauen/gucken ;0;0;0;0;2;0;0;2 ;0;0;zeigen;3, 6;"1;2";bei manchen
;2020/09/09 8:25:44 PM OEZ;15 - 30 Jahre;Trier;Saarlouis;2;2;5;2;2;0;3;3;2, 6, 7;schauen ;2;2 ;2 ;3 ;2;5;3;2 ;2;2;zeigen ;3;"1;Germanistikstudium";bei vielen
;2020/09/07 2:00:31 PM OEZ;30 - 50 Jahre;Trier;Saarlouis;0;0;2;0;0;0;3;3;2;schauen;2;2, 6;0;0;2;8, 22;1;2;2, 3;0;zeigen;3;"3;1;2";bei vielen
;2020/09/14 6:17:17 PM OEZ;50 - 70 Jahre;Trier;Saarlouis;0;0;1;0;0;0;0;0;2;schauen, gucken;2;2, 6;0;3;0;24;0;2;0;0;;11;"3;1;2";bei allen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/12 2:04:18 AM OEZ;30 - 50 Jahre;Wittlich;Saarlouis;0;0;1;0;0;0;0;0;2;Schauen, gucken;2;2;0;0;2;2;0;2;0;0;;1;"3;1";bei keinen
;2020/09/08 9:56:42 AM OEZ;über 90 Jahre;Wittlich;Saarlouis;2;3;5;2;4;9;21;3;2;Hinsehen, schauen;2;2;2;8, 11;2;8;7;2;2;2;Zeigen;7;"3;1";bei vielen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 12:55:21 PM OEZ;15 - 30 Jahre;Koblenz;Saarlouis;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;2;0;0;;5 ;1;bei keinen
;2020/09/07 2:39:16 PM OEZ;15 - 30 Jahre;Koblenz;Saarlouis;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;2;0;0;;5 ;1;bei keinen
;2020/09/13 7:59:38 PM OEZ;30 - 50 Jahre;Koblenz;Saarlouis;0;0;2;0;0;0;0;0;8, 16;Gucken/schauen;2;2;0;0;2;2, 22;0;2;0;0;Zeigen;6, 14;"3;1;2";bei manchen
kein moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 12:13:32 PM OEZ;30 - 50 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;0;;2;2;0;0;2 ;0;0;2;0;0;Erklären ;3 ;"1;2";bei keinen
;2020/09/08 10:13:05 AM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;3;Sehen, schauen;2;0;0;0;2;0;0;2;0;0;;0;2;bei keinen
;2020/09/07 1:01:49 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;24;0;0;0;0;0;16;Schauen;2;2;0;0;2;9;0;2;0;0;Zeigen;5, 6;"3;1";bei manchen
;2020/09/07 2:08:04 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;6;0;4;0;18;3;7;8;Schauen;2;18;6 ;0;3;2;10;2;0;6;Wissen;6;"1;2;Abgeleitet";bei manchen
;2020/09/07 3:37:44 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;2;0;0;0;22;0;2;gucken;2;2;0;0;2;2;0;2;0;0;zeigen;3;"3;2";bei manchen
;2020/09/08 9:56:47 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;22;0;2, 3, 13;Schauen;2;2, 17;0;0;2;7, 13;0;2;2;0;Zeigen;5, 7;"1;2";bei manchen
;2020/09/13 3:25:43 PM OEZ;über 90 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;2;3;5;0;3;9, 14;6;1;2;Sehen, schauen;2;2;2;8, 12; 2;2;0;2;2;2;zeigen;3, 7;"1;2";bei manchen
;2020/09/07 10:54:13 AM OEZ;15 - 30 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;14;0;2;;2;6;0;0;0;0;0;2;0;0;;4;1;bei vielen
;2020/09/08 11:20:20 PM OEZ;30 - 50 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;1;0;5;0;0;0;3;0;2;Gucken;2;2, 6;0;3;2;8;0;2;0;0;Zeigen;3;"3;1;2";bei vielen
;2020/09/07 2:55:05 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;0;9;0;0;19;6;1;2, 19;Schauen;2;2;0;1;2;27;0;2;2;0;;6;"3;1;2";bei vielen
;2020/09/08 11:12:03 PM OEZ;50 - 70 Jahre;Saarlouis;kein moselfränkisches Sprachgebiet;0;1;2;0;0;0;0;0;3;Schauen;2;2;0;0;2;8;0;2;0;0;Zeigen;6;"3;1;2";bei wenigen
Merzig;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 7:06:07 PM OEZ;50 - 70 Jahre;Merzig;kein moselfränkisches Sprachgebiet;0;0;11;0;0;0;0;0;3;Schauen;2;2;0;0;0;24;0;2;0;0;Zeigen;6, 19;"3;1;2";bei keinen
kein moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:55:55 AM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;17;;0;0;0;0;0;0;0;2;0;0;;22;"1;2";bei keinen
;2020/09/07 3:45:46 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;14;0;0;0;0;0;3;gucken;2;2;0;0;0;8;0;2;0;0;den Weg weisen?;0;"3;1;2";bei keinen
;2020/09/07 6:49:54 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;;0;1;bei keinen
;2020/09/07 10:58:13 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;;1;"3;1";bei keinen
;2020/09/07 8:20:14 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;2;Schauen;2;16;0;0;0;1;0;2 ;0;0;;5;"3;1;2";bei keinen
;2020/09/10 9:47:58 AM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;1;;1;0;0;0;0;1;0;1;0;0;;0;"3;1;2";bei manchen
;2020/09/07 6:24:27 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;12;0;0;0;3;0;0;;2;17;0;0;0;8;0;2;0;0;;0;"3;2";bei manchen
;2020/09/14 9:23:26 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;5, 18;0;0;0;1;0;2;schauen;2;2;0;0;2;8;0;2;0;0;;5;"3;1";bei manchen
;2020/09/08 3:33:41 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;6;0;0;0;3;8;3;Schauen;2;6;0;1;2;14;1;2;2;2, 7;;9;3;bei vielen
;2020/09/18 10:34:59 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;0;0;0;Schauen;2;2;0;0;0;0;0;2;0;0;;23;"3;1;2";bei vielen
;2020/09/07 3:25:39 PM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;16;schauen;2;2;0;0;0;2;0;2;0;0;;3;3;bei wenigen
;2020/09/08 1:02:18 AM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;2;2;0;0;3;0;2, 3;schauen;2;2, 6;0;7;2;2;0;2;0;0;zeigen;0;2;bei wenigen
;2020/09/08 1:41:23 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;18;0;0;0;0;0;16;Schauen;2;2;0;0;0;8;0;2;0;0;;3;3;bei wenigen
;2020/09/09 10:06:21 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;0;Schauen;2;6;0;0;0;24;0;2;0;0;zeigen;4;"3;1;2";bei wenigen
;2020/09/14 8:53:24 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;0;0;14;0;0;0;3;0;3;Schauen, sehen;2;2 ;0;0;2;2;0;2;0;1;;0;"3;2";bei allen
;2020/09/14 9:10:19 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;kein moselfränkisches Sprachgebiet;2;0;5;0;2;0;22;3;2;;2;2;0;0;2;23;18;2;0;2;etwas zeigen;3;"3;Kenne noch viel mehr aus Metzgerei u Viehandel";bei allen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 6:15:43 PM OEZ;15 - 30 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;2;0;0;0;0;2;2;Lungern ;2;0;0;0;3;5;0;2 ;0;0;;0;2;bei keinen
;2020/09/11 6:06:34 PM OEZ;30 - 50 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;2;;2;0;0;0;0;2, 28;0;2;0;0;;0;"3;1";bei keinen
;2020/09/13 6:18:44 PM OEZ;30 - 50 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;2;bei keinen
;2020/09/14 10:10:20 PM OEZ;30 - 50 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;0;0;0;1;0;1;1;;1 ;1 ;0;0;0;1 ;1 ;1 ;0;0;1 ;1 ;"3;1";bei keinen
;2020/09/12 11:15:38 AM OEZ;50 - 70 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;1 ;1 ;1 ;1 ;0;0;1 ;1 ;0;1 ;0;0;1 ;1 ;"3;1";bei keinen
;2020/09/13 8:17:28 AM OEZ;50 - 70 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;12;0;0;0;0;0;0;;2;2;0;0;0;4, 8;0;2;0;0;;1;"1;teilweise aus Sachsen-Anhalt bekannt";bei keinen
;2020/09/12 6:45:30 AM OEZ;50 - 70 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;1;0;2;Schauen;2;2;0;0;2;2;0;2;0;0;;1;3;bei manchen
;2020/09/11 10:46:25 PM OEZ;30 - 50 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;9;0;0;0;0;0;2;schauen ;2;17;0;0;2;0;0;2;0;0;etwas zeigen;6;"3;1";bei wenigen
;2020/09/12 8:37:18 AM OEZ;30 - 50 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;"3;1;2";bei wenigen
;2020/09/12 8:47:02 PM OEZ;50 - 70 Jahre;Wittlich;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;16;;2;2;0;0;2;8;0;2;0;0;Zeigen;0;"3;1";bei wenigen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 5:22:11 PM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;1;1;2;1;0;0;0;1;0;1;0;0;;0;"3;1";bei keinen
;2020/09/11 2:06:25 AM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;16;Schauen;2;0;0;0;0;2;9;2;0;0;;6;"3;1";bei keinen
;2020/09/07 4:12:37 PM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;2;0;0;0;0;0;2;Gucken;2;6;0;0;2;0;0;2;0;0;;0;"3;1;2";bei manchen
;2020/09/08 12:37:59 PM OEZ;50 - 70 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;1;1;;1;1;0;0;1;1;0;1;0;0;;1;"3;1;2";bei manchen
;2020/09/07 1:53:46 PM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;2;0;0;0;0;0;2;;2;6;0;0;2;2;0;2;0;0;;3;"3;1";bei vielen
;2020/09/07 2:56:14 PM OEZ;30 - 50 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;0;0;2;;2;2;0;0;0;8;0;2;0;0;;0;3;bei vielen
;2020/09/08 12:02:31 AM OEZ;30 - 50 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;2;0;0;1;3;1;16;Hervorschauen ;2;2 ;0;3, 8;2 ;2, 9;1;2;0;0;;3 ;"1;Aus Büchern";bei vielen
;2020/09/09 4:26:07 AM OEZ;50 - 70 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;0;0;0;19;3, 11;0;2;verstohlen gucken;2;2;0;3, 7;2;29;0;2;0;0;zeigen;6;"3;1;Krimis, die im jüdisch-orthodoxen Millieu spielen ";bei vielen
;2020/09/09 5:05:05 PM OEZ;50 - 70 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;2;0;0;0;0;2;2;Schauen ;2;2;0;0;2;8;0;2 ;0;6;Zeigen ;3, 16;3;bei vielen
;2020/09/08 7:32:33 PM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;1;0;0;0;0;0;1;;2;0;0;0;0;0;0;2 ;0;0;;1;"1;2";bei wenigen
;2020/09/12 8:50:20 PM OEZ;15 - 30 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;1 ;0;0;0;0;0;2;;2;0;0;0;2;0;1 ;2;0;0;;3;2;bei wenigen
;2020/09/08 7:40:07 AM OEZ;30 - 50 Jahre;Trier;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;3;0;3;;2;2;0;0;0;2;0;2;0;0;;0;"3;1;2;Goi 1 durch Vorträge gegen Rassismus";bei wenigen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/13 8:01:16 PM OEZ;50 - 70 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;0;;2;18;0;0;0;0;0;2;0;0;;1;2;bei keinen
;2020/09/13 8:15:46 PM OEZ;50 - 70 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;0;;2;1;0;0;1;0;0;1;0;0;;0;2;bei keinen
;2020/09/13 9:24:59 PM OEZ;50 - 70 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;2;0;2;0;0;0;2;gucken;2;2;0;0;2;4;0;5;0;0;;3, 6;1;bei manchen
;2020/09/13 9:24:15 PM OEZ;30 - 50 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;16;0;3;hinschauen ;2;2;0;1; 2 ;28;0;2;0;0;zeigen,  deuten;6 ;3;bei vielen
;2020/09/17 7:31:59 PM OEZ;50 - 70 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;5;0;0;0;0;0;2;Schauen;2;2;0;0;2;24;0;2;0;0;Zeigen;6, 11;3;bei vielen
;2020/09/19 11:12:58 AM OEZ;50 - 70 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;12;0;0;0;0;0;0;Schauen;2;17;0;1;2;8;1;2;0;0;Zeigen;4;1;bei vielen
;2020/09/13 8:45:16 PM OEZ;30 - 50 Jahre;Koblenz;kein moselfränkisches Sprachgebiet;0;0;0;0;0;0;0;0;4, 16;;2;3, 11;0;9;2;0;0;2;0;0;;4;"1;2";bei wenigen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 8:22:30 PM OEZ;30 - 50 Jahre;Trier;Koblenz;0;0;18;0;0;0;0;0;2;Schauen;2;6;0;0;2;2;0;2;0;0;;3;3;bei wenigen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 1:59:05 PM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;2;17;0;0;0;0;0;2;0;0;;0;2;bei keinen
;2020/09/13 7:46:01 PM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;1 ;0;0;0;0;0;3;;2;3, 18 ;0;0;2 ;8, 31;0;2;0;0;;3, 10 ;"3;1;2";bei keinen
;2020/09/14 12:13:50 AM OEZ;15 - 30 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;1 ;0;0;1;1;0;0;0;1;0;0;1;0;0;;0;"3;1;2";bei keinen
;2020/09/13 7:44:46 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;22;0;0;2;gucken;2;0;0;0;2;4;0;2;0;0;;6;"3;1";bei keinen
;2020/09/13 8:54:21 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;6;0;0;0;0;23;17;3;2;Gucken schauen sehen;2;17;0;0;2;10;0;3;0;0;;6;2;bei keinen
;2020/09/13 9:14:30 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;1;0;0;0;0;0;1;;2;1;0;0;0;2;1 ;2;0;0;zeigen;3;"3;1";bei keinen
;2020/09/13 9:23:50 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;2, 3;Gucken;2;2;0;0;2;2;3;2;0;0;Den Weg zeigen ;14, 18;"3;1";bei keinen
;2020/09/13 11:16:49 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;2;17;0;0;2;2;0;2;0;0;;7, 21;3;bei keinen
;2020/09/14 11:37:44 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;1;0;0;0;0;24;0;0;2;;2;2;0;0;2;2;0;2;0;0;;6, 11;3;bei keinen
;2020/09/14 7:43:52 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;;0;1;bei keinen
;2020/09/20 9:16:37 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;3;gucken, schauen;2;2, 21;0;0;2;7, 24;20;2;0;0;1;5, 15;"3;1;2";bei keinen
;2020/09/13 8:12:22 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;1 ;;2;2;0;0;2 ;1;0;2;0;0;;6 ;1;bei keinen
;2020/09/13 8:12:40 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;1 ;0;0;16;;2;2;0;0;2;8;0;2;0;0;;2, 14;3;bei keinen
;2020/09/13 8:18:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;1  ;5;0;0;25;1;0;2;schauen,  gucken;2;2, 14;1 ;1 ;2;6, 8;1 ;2;9;0;zeigen;3, 7;"3;1;2";bei keinen
;2020/09/13 8:29:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;0;0;1 ;1 ;2;2;1 ;5 ;2 ;21;1 ;2 ;0;0; ;3;"3;1;2";bei keinen
;2020/09/13 9:58:26 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;17;Gucken;2;9 ;0;0;2;2;1;2;0;0;;5, 23;"3;1";bei keinen
;2020/09/14 1:14:03 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;2;0;0;0;0;0;17;0;0;;2;0;0;0;2 ;0;14;2 ;0;0;;24;"3;1";bei keinen
;2020/09/17 12:25:45 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;2;;2;2;0;0;0;2;0;2;0;0;;3;"1;2";bei keinen
;2020/09/11 8:16:25 PM OEZ;jünger als 15 Jahre;Koblenz;Koblenz;0;0;0;0;0;0;0;0;0;Reinschauen ;2;1;0;0;2;2, 32;0;2;0;0;1;5, 6;1;bei keinen
;2020/09/13 7:45:39 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;28;0;0;0;18;3;0;;2;2;0;0;2;9, 18;3;2;0;0;;8;"3;1";bei manchen
;2020/09/13 7:51:41 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;9;0;0;2;;2;2;0;0;2 ;0;0;2;0;0;;3;1;bei manchen
;2020/09/13 9:55:07 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;0;0;2;gucken;2;2;3;0;2;6, 15;11;2;0;0;;6;"3;1;2";bei manchen
;2020/09/13 10:02:02 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;2;0;2;0;0;0;3;0;2;kucken;2;2;3;0;2;6;21;2;0;0;;3, 6;"3;1";bei manchen
;2020/09/13 10:21:05 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;0;0;17;sehen/schauen;2;17;0;0;2;2;0;2;0;0;zeigen;13;"3;1";bei manchen
;2020/09/14 3:18:32 AM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;0;0;0;Gucken ;2;17;0;0;1;2;0;2;0;0;;14;"3;2";bei manchen
;2020/09/17 12:47:07 PM OEZ;30 - 50 Jahre;Koblenz;Koblenz;0;0;12;0;0;0;0;0;2;;2;2;0;0;2;1;12;2;2;0;;2;"3;1";bei manchen
;2020/09/13 9:22:08 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;3;0;2;;2;2 ;0;0;2 ;19;0;22;0;0;;3;"3;1;2";bei manchen
;2020/09/14 11:33:36 AM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;2;0;0;0;3;0;3;;2;2;0;8;2;4;0;2;0;0;Lehren, beibringen;6;Aus Büchern,  gesprächen mit anderen leuten;bei manchen
;2020/09/14 10:14:11 PM OEZ;50 - 70 Jahre;Koblenz;Koblenz;0;0;5;0;0;0;1;0;2;1;2;17;0;1;2;1;0;2;0;0;1;8, 11;"1;2";bei manchen
