;Zeitstempel;Wie alt sind Sie?;In welchem Gebiet leben Sie aktuell (in etwa)?;Aus welchem Gebiet stammen Sie (in etwa)?;acheln;Aschpes;baldowern;beganneft;Boker;dibbern / diwwern;Goi;kapores;lau;lugen / louen ;malochen;Reibach / Rebbes;schaskeln;Schawwes;schicker / beschickert;Schmu;Schores;Stuss;Toches / Dokes;tof;weisen ;Zores;Woher kennen Sie die Wörter? (Mehrfachnennung möglich);Wussten Sie, dass diese Wörter aus dem Jiddischen stammen?
;2020/09/07 10:47:15 AM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;Merzig;0;0;0;0;0;0;0;0;0;1 ;0;0;0;0;1 ;1 ;1 ;1 ;0;0;;1 ;"3;1";bei keinen
;2020/09/07 3:31:25 PM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;Merzig;0;0;1;0;0;0;0;0;12;sehen;2;0;0;0;2;0;0;2 ;0;0;zeigen;6;2;bei keinen
;2020/09/07 10:53:25 AM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Merzig;0;0;23;0;0;0;0;0;2;Schauen;2;2;0;0;0;9;2;2;0;0;zeigen;6;3;bei keinen
;2020/09/07 11:19:08 AM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Merzig;2;0;5;0;0;0;2;0;2;gucken, schauen;2;2;0;0;2;7;0;2;2;0;;3, 5;"3;1;2";bei manchen
;2020/09/07 2:27:39 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Merzig;0;0;2;0;0;1;0;0;2, 16;Sehen ;2;6;0;2;2;8;0;2;0;0;Zeigen;6;"3;1";bei manchen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 3:38:34 PM OEZ;15 - 30 Jahre;Trier;Merzig;0;0;5, 14;0;0;0;0;0;20;;2;12;0;0;2;2;0;2;0;0;;11;"3;1;2";bei manchen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kein moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 11:55:27 AM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Trier;0;0;1;0;0;0;0;0;1;gucken, schauen;2;1;0;0;2;2;1;2;0;0;;4;"1;2";bei manchen
;2020/09/11 10:13:17 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Trier;0;0;2;0;0;0;1;2;9;Etwas beobachten;2;2;0;1;2;2;0;2;0;0;;6, 19;"1;2";bei vielen
Trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 12:43:57 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;23;0;0;0;0;0;0;Schauen;2;15;0;0;2;8;0;2;0;0;;12, 14;"3;1";bei keinen
;2020/09/07 12:48:06 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;9;;2;0;0;0;0;0;0;2;0;0;;11, 13;"3;1;2";bei keinen
;2020/09/08 7:44:17 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;2;0;0;0;0;0;2;;2;2;0;0;0;1;1;2;0;0;Jmd etwas zeigen;1;"3;1;2";bei keinen
;2020/09/08 7:55:14 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;32;0;0;0;0;0;2;Lügen;2;17;0;0;0;16;1;2;0;0;;6;"1;2";bei keinen
;2020/09/09 7:51:40 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;1 ;0;0;0;0;0;1;Leihen;2;12;0;0;3;2;0;2;0;0;;1 ;"3;1";bei keinen
;2020/09/12 1:58:12 AM OEZ;30 - 50 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;2;Gucken/ schauen;2;6;0;0;2;1;0;2;0;0;Zeigen;6;"3;1;2";bei keinen
;2020/09/12 10:54:03 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;2;Schauen;2;0;0;0;0;0;0;2;0;0;Zeigen - 1;6;"3;1;2";bei keinen
;2020/09/14 7:28:20 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;1;0;0;1;0;0;2;Schauen, sehen ;2;17;0;0;1;17;0;2;3;0;zeigen;6;"3;1;2";bei keinen
;2020/09/15 11:21:18 AM OEZ;30 - 50 Jahre;Trier;Trier;0;0;5;0;0;0;0;0;1;;2;1;0;0;0;1;0;1 ;0;0;;1;"3;1";bei keinen
;2020/09/15 4:14:48 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;26;0;0;21;0;4;2;Gucken, sehen ;2;17 ;0;0;3, 4;26;1;2;0;0;Zeigen;5, 6, 11;"3;1;2";bei keinen
;2020/09/15 11:58:09 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;5, 31;0;0;0;0;0;8;;2;6;0;0;2;2;0;2;0;0;;0;"3;1;2";bei keinen
;2020/09/09 6:46:42 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;9;0;0;0;0;0;1;;2;2;0;0;0;8;0;2;0;0;Zeigen;5 ;"3;1";bei keinen
;2020/09/14 8:06:40 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;3;0;0;0;0;0;2;1;2;2;0;0; 2 ;1;0;2 ;0;0;zeigen;6;"3;1";bei keinen
;2020/09/07 6:55:17 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;0;0;0;13;0;0;2, 16;Liegen;2;0;0;0;0;0;0;2 ;3;0;;6;"3;1;2";bei manchen
;2020/09/07 7:50:40 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;2;;2;0;0;0;0;0;0;2;0;0;;11, 14;"1;2";bei manchen
;2020/09/07 1:55:29 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;5;0;0;0;0;0;2;gucken;2;2;0;0;2;8;0;2;0;0;(vor)zeigen;3;"3;1";bei manchen
;2020/09/07 2:39:48 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;9;0;0;0;0;2;2, 3;gucken, schauen;2;17;0;1;2 ;8;0;2;0;0;;6;"3;1;meine Eltern kommen aus dem Saarland";bei manchen
;2020/09/14 8:14:03 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;1;1;"3;1";bei manchen
;2020/09/07 9:44:02 PM OEZ;50 - 70 Jahre;Trier;Trier;2;0;5;0;0;0;0;0;2;;2;2 ;0;0;2 ;1;0;2;3;0;zeigen ;6 ;"3;1;2";bei manchen
;2020/09/08 12:42:09 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;5;0;0;0;0;0;2;;2;2;0;0;0;8;0;2;0;0;Zeigen;0;3;bei manchen
;2020/09/09 7:03:10 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;1;0;0;0;0;0;2;Sehen, schauen;2;2;0;1;0;4;0;3;0;0;Zeigen, erklären ;5, 6;"1;2";bei manchen
;2020/09/14 2:35:43 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;5;0;0;20;3;0;1;Schauen/spähen;2;17;0;0;2;9;0;2;8;0;zeigen;12;3;bei manchen
;2020/09/07 2:59:16 PM OEZ;30 - 50 Jahre;Trier;Trier;0;1;1;0;1;0;0;1;2, 3;1;2;1;0;0;2;1;1;2;2;1;Zeigen;6;"3;1;2;Interesse an der Herkunft und Bedeutung der jiddischen Wörter/Sprache";bei vielen
;2020/09/07 3:09:01 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;31;0;0;0;0;0;0;Lügen;2;2;0;0;2;12;11;2;3;0;;6;"3;1";bei vielen
;2020/09/11 7:06:42 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;2, 6;Gucken;2;2;0;0;2;8, 11;3, 18;2;3;8;Zeigen;6;"3;1";bei vielen
;2020/09/11 7:06:54 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;2, 6;Gucken;2;2;0;0;2;8, 11;3, 18;2;3;8;Zeigen;6;"3;1";bei vielen
;2020/09/07 10:23:11 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;5;0;0;0;0;0;2, 16;Gucken;2;2;0;0;3;8;0;2;0;0;;3;"3;1";bei vielen
;2020/09/08 9:24:15 AM OEZ;50 - 70 Jahre;Trier;Trier;0;1;9, 12;0;0;10;0;0;16;Schauen, sehen;2;2;0;0;8;21;0;2;0;0;Zeigen;11;"1;2;Habe mich etwas mit jiddisch beschäftigt, vor viellen Jahren ";bei vielen
;2020/09/07 5:51:22 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;1;0;0;0;0;2, 9;1;Schauen, sehen;2;2;0;0;0;2, 2;0;2;3;0;;6;"1;2";bei wenigen
;2020/09/07 7:11:10 PM OEZ;15 - 30 Jahre;Trier;Trier;0;0;0;0;0;0;0;0;3;Sehen;2;1;5;0;0;2;1;1;0;0;Zeigen;11;"3;1;2";bei wenigen
;2020/09/07 1:03:35 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;1;0;0;0;0;0;1;;2;1;0;0;2;1;0;2;0;0;zeigen;3;3;bei wenigen
;2020/09/07 1:43:51 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;2;0;0;0;1;0;14;schauen/gucken;2;6;0;0;2;2;0;2;3;0;zeigen;1;1;bei wenigen
;2020/09/11 5:38:00 PM OEZ;30 - 50 Jahre;Trier;Trier;2;0;0;0;0;0;0;0;3;Schauen;2;0;0;0;2 ;10;0;2;0;0;;3;"3;1;2";bei wenigen
;2020/09/14 10:10:48 PM OEZ;30 - 50 Jahre;Trier;Trier;0;0;2;0;0;0;0;0;2;;2;2;0;0;2 ;9;0;2;0;0;;3, 14;"3;1";bei wenigen
;2020/09/07 4:47:33 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;1;0;0;0;0;0;1;;1;1;0;0;1 ;1;1 ;1 ;0;0;;1;"3;1";bei wenigen
;2020/09/14 7:39:03 PM OEZ;70 - 90 Jahre;Trier;Trier;0;0;0;0;0;10;0;4;2;Mal schauen;2;17;0;0;3;10;0;2;0;9;Ich zeige dir den Weg ;11, 18;"3;1";bei wenigen
;2020/09/07 5:17:12 PM OEZ;50 - 70 Jahre;Trier;Trier;0;0;18;0;0;0;3;1;2;1 ;2;17;0;1;2;9;0;2;0;0;;3, 7;"3;1;2;Im Jiddisch-Kurs an der Uni gelernt ";bei allen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 6:19:42 PM OEZ;30 - 50 Jahre;Wittlich;Trier;0;0;5;0;0;0;0;0;2;;2;14;0;0;2;10;0;2;0;0;Richtung zeigen;6;"3;1;2";bei keinen
;2020/09/14 3:48:08 AM OEZ;30 - 50 Jahre;Wittlich;Trier;0;0;31;0;0;0;0;0;0;1;2;6;0;0;2;1;0;1;0;0;;14;1;bei keinen
;2020/09/11 11:17:25 PM OEZ;50 - 70 Jahre;Wittlich;Trier;0;0;2;0;0;0;0;0;2;;2;2;0;0;2;1;0;2;0;0;;6;"3;1";bei keinen
;2020/09/11 10:07:49 PM OEZ;50 - 70 Jahre;Wittlich;Trier;0;0;5;0;0;0;0;0;2;;2;2 , 6;0;0;2;8;0;2;0;0;Zeigen;6, 11;3;bei wenigen
Saarlouis;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 5:48:37 PM OEZ;50 - 70 Jahre;Saarlouis;Trier;0;0;5;0;0;0;0;0;3;schauen / sehen;2;2;0;0;0;2;0;2;0;0;zeigen;3;3;bei keinen
;2020/09/08 7:49:41 PM OEZ;30 - 50 Jahre;Saarlouis;Trier;0;0;0;0;0;0;0;0;2;Schauen;2;17;0;0;2;1;0;2;0;0;Jemandem etwas befehlen;1 ;"3;1;2";bei manchen
anderes moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/07 4:30:00 PM OEZ;50 - 70 Jahre;anderes moselfränkisches Sprachgebiet;Trier;0;0;5;0;0;0;0;1;2;schauen;2;17;0;0;0;12;0;2;0;0;zeigen;6;1;bei keinen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/13 11:39:21 PM OEZ;15 - 30 Jahre;Koblenz;Trier;0;0;1;0;0;0;0;0;0;;2;6;0;0;2 ;2;0;2;0;0;;1;2;bei keinen
;2020/09/07 10:47:39 PM OEZ;15 - 30 Jahre;Koblenz;Trier;0;1;11;0;0;1;0;1;3;1;2;1;0;0;2;7;1;2;1;0;"Zeigen (?) Wie in ""den Weg weisen""?";1;"3;1;2";bei manchen
;2020/09/07 10:30:32 PM OEZ;30 - 50 Jahre;Koblenz;Trier;3, 5;1;2;0;0;0;0;0;16;;2;13;0;0;0;8;0;2;0;0;Zeigen;3;"3;1;2";bei manchen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kein moselfränkisches Sprachgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 5:38:04 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;12;0;0;0;0;0;2;;2;12;0;0;0;2;0;2;0;0;;1;1;bei keinen
;2020/09/12 10:45:17 AM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;0;0;0;0;0;0;0;;2;2;0;0;0;9;0;2 ;0;0;Zeigen;21;1;bei keinen
;2020/09/15 2:46:07 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;0;0;0;0;0;0;2;Schauen ;2;17;0;0;2;1 ;15;2;0;0;Zeigen ;3 ;"3;1";bei keinen
;2020/09/11 4:44:11 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;0;0;0;0;0;1;0;;2;0;0;10;4;9;0;2;0;10;zeigen ;5 ;"3;1";bei keinen
;2020/09/11 4:48:04 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;5;0;0;0;0;0;0;;2;0;0;0;0;0;0;2;0;0;;6 ;"3;1";bei keinen
;2020/09/11 5:15:48 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;1;0;0;0;0;0;1;Sehen /schauen;2;2;0;0;0;8;1;2;0;0;Im Sinne von zeigen;3;1;bei keinen
;2020/09/11 8:24:10 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;5;0;0;0;0;0;0;Schauen;2;0;0;0;2;2;0;2;0;0;;0;2;bei keinen
;2020/09/11 10:03:27 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;2;0;0;0;0;0;2;;2;2;0;0;2;9;0;2;0;0;zeigen;26;"3;2";bei keinen
;2020/09/11 11:31:36 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;31;0;0;0;0;0;17;;2;1;0;0;0;1;0;2;0;0;1;1;"1;2";bei keinen
;2020/09/15 4:10:53 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;2;0;17;0;0;0;0;0;0;Hinsehen;2;2;0;0;2;1;0;2;0;0;;6;1;bei keinen
;2020/09/11 11:35:34 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;1;0;0;0;1 ;0;1 ;gucken ;2;2;0;0;2 ;2;0;2;0;0;zeigen ;1 ;"3;1;2";bei manchen
;2020/09/11 6:02:50 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;2;0;0;0;3, 22;0;3;gucken;2;2;0;0;2;23, 26;0;2;0;0;;2;"3;1";bei manchen
;2020/09/11 9:49:48 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1 ;1;1 ;0;0;1 ;1;"3;1;2";bei manchen
;2020/09/11 9:50:31 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;5;0;0;0;1;0;2;schauen;2;2;0;0;2;2;0;2;0;0;zeigen;3, 6;"3;1";bei manchen
;2020/09/12 7:13:18 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;2;0;5, 31;0;0;0;0;3;0;;2;2;0;0;2;20;0;2;0;0;Zeigen;5, 6;1;bei manchen
;2020/09/11 10:11:25 PM OEZ;15 - 30 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;1;0;0;0;0;0;1;;2;17;0;0;2;0;0;2;0;0;;6;1;bei vielen
;2020/09/11 5:20:08 PM OEZ;50 - 70 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;2;0;2;0;0;0;0;0;0;Schauen;2;2;0;0;2 ;1;0;2 ;0;0;;13;"3;1";bei vielen
;2020/09/11 10:44:30 PM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;2;0;0;0;0;0;0;;2;2;0;0;0;2 ;0;2;0;0;;11, 14;"3;1;2";bei wenigen
;2020/09/12 5:59:46 AM OEZ;30 - 50 Jahre;kein moselfränkisches Sprachgebiet;Wittlich;0;0;2;0;0;0;0;0;2;;2;6;0;0;2;4;1;2;0;0;Zeigen;6;"3;1";bei wenigen
Bitburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 7:29:17 PM OEZ;50 - 70 Jahre;Bitburg;Wittlich;0;0;0;0;0;0;0;0;2;;2;2;0;0;2;12;0;2;3;0;;6;"3;1";bei manchen
Koblenz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 4:46:46 PM OEZ;50 - 70 Jahre;Koblenz;Wittlich;2;0;2;0;0;0;0;0;2;schauen;2;17;0;0;2;10;0;2;0;0;;3;"3;1;2";bei manchen
;2020/09/13 6:08:47 PM OEZ;30 - 50 Jahre;Koblenz;Wittlich;2;0;5;0;0;0;3;0;2;;2;17;0;3 ;2 ;2;0;2;11;0;Zeigen ;6;"3;1";bei vielen
;2020/09/14 5:25:54 PM OEZ;30 - 50 Jahre;Koblenz;Wittlich;0;0;2;0;0;0;0;0;1;Sehen;2;1;0;0;2;2;0;2;0;0;;3;3;bei wenigen
Wittlich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2020/09/11 4:28:46 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;5;0;0;0;11;16;;2;0;0;0;0;0;0;2;0;0;;0;"3;1;2";bei keinen
;2020/09/11 4:39:53 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;Lügen ;2;0;0;0;3;0;0;2;0;0;;0;"3;1;2";bei keinen
;2020/09/11 4:47:14 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;2 ;0;0;Zeigen ;5;1;bei keinen
;2020/09/11 4:53:18 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;3;;2;17;0;0;0;2;0;2;0;0;Zeigen ;6;"3;1";bei keinen
;2020/09/11 5:06:07 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;16;;2;0;0;0;0;0;0;2;0;0;;0;"3;1";bei keinen
;2020/09/11 5:31:49 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;;1;1;0;0;0;1;0;1;0;0;;0;2;bei keinen
;2020/09/11 6:40:21 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;18;0;0;0;0;0;16;;2;0;0;0;0;0;0;0;0;0;;0;"3;1";bei keinen
;2020/09/11 7:16:18 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;2;0;0;1;0;2;bei keinen
;2020/09/11 9:06:47 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;29, 30;0;0;0;0;0;0;;2;16;0;0;2 ;2;0;2 ;0;0;;25;"3;1;2";bei keinen
;2020/09/11 9:37:42 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;3;;2;17;0;0;2;2;0;2 ;0;0;;0;"3;1";bei keinen
;2020/09/11 11:06:38 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;2;6;0;0;2;2;0;2;0;0;;13;"3;1;2";bei keinen
;2020/09/12 7:54:55 AM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;2, 32;0;0;0;0;0;2;;2;2, 6;0;0;2;2;0;2;0;0;zeigen;11;"3;1";bei keinen
;2020/09/13 9:53:00 AM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;;0;"1;2";bei keinen
;2020/09/13 12:34:24 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;4;0;0;0;0;0;15;4;0;0;;0;3;bei keinen
;2020/09/13 4:54:37 PM OEZ;15 - 30 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;;2;1;0;0;0;1;0;2;0;0;;13;3;bei keinen
;2020/09/11 4:31:36 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;1;;2;1 ;0;0;1 ;1;0;2;0;0;;0;"3;2";bei keinen
;2020/09/11 4:41:15 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2, 3;;2;1;0;0;0;15;0;2;0;0;Zeigen;3, 13;1;bei keinen
;2020/09/11 5:12:04 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2, 32;0;0;0;0;0;2;Sehen, schauen ;2;2, 17;0;0;4;8;0;2;0;0;;3, 6 ;"3;1";bei keinen
;2020/09/11 5:12:21 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;3;0;33;0;0;0;0;0;2;;2;6;0;0;0;8;0;2;0;0;Zeigen;6;3;bei keinen
;2020/09/11 5:20:47 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;"3;1";bei keinen
;2020/09/11 5:29:35 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;18;0;0;0;0;0;2;;2;17;0;0;2;8;0;2;0;0;;0;1;bei keinen
;2020/09/11 5:55:23 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;2;;2;0;0;0;0;0;0;0;0;0;;6;1;bei keinen
;2020/09/11 6:14:03 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;1;lügen;2;1;0;0;0;0;0;1;0;0;;1 ;"3;1";bei keinen
;2020/09/11 6:31:26 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;0;;2;1 ;0;0;0;0;0;2 ;0;0;;1 ;"3;1;2";bei keinen
;2020/09/11 6:33:14 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;3;Schauen ;2;2;0;0;0;2;0;2;0;0;;3, 6;"3;1;2";bei keinen
;2020/09/11 6:47:15 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2, 32;0;0;0;0;0;16;gucken;2;17;0;0;2;2, 9;0;2;0;0;;3, 12;1;bei keinen
;2020/09/11 7:28:34 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;0;0;0;0;3;;2;1;0;0;2;1 ;0;2;0;0;;1;"3;1;2";bei keinen
;2020/09/11 8:18:30 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;0;;2;2;0;0;2;26;0;2;0;0;Zeigen;5;"3;1";bei keinen
;2020/09/11 8:51:08 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;3;;2;2;0;0;2;3;0;2;0;0;;11;"3;1";bei keinen
;2020/09/11 8:57:44 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;0;0;6;0;0;0;2;Gucken;2;15;0;0;2 ;2;0;2 ;0;0;;6;"1;2";bei keinen
;2020/09/11 9:08:05 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;7;0;0;0;0;0;0;Schauen;2;0;0;0;0;0;0;2;0;0;;0;1;bei keinen
;2020/09/11 9:16:01 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;2;;2;17 ;0;0;2 ;2;0;2;0;0;;3;2;bei keinen
;2020/09/11 9:47:52 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;3;0;0;0;0;0;2;;5;0;0;0;2;2;0;2;0;0;;3;"3;1";bei keinen
;2020/09/11 10:35:36 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;1;0;0;0;0;0;0;;2;1;0;0;0;1;0;2;0;0;;1;1;bei keinen
;2020/09/11 10:52:59 PM OEZ;30 - 50 Jahre;Wittlich;Wittlich;0;0;2;0;0;0;0;0;2;Gucken;2;2;0;0;0;1;0;2;0;0;;0;"3;1;2";bei keinen
